short_name,age,nationality_name,overall,club_name,height_cm,weight_kg,player_positions,potential,fifa_version,pace,shooting,passing,dribbling,defending,physic,weak_foot,skill_moves,league_level,league_name,value_eur
R. Finn,30,Republic of Ireland,63,Shamrock Rovers,184,75,"CM, CDM, CAM",63,19.0,66.0,60.0,63.0,64.0,54.0,67.0,3,3,1.0,Premier Division,350000.0
R. Finn,31,Republic of Ireland,63,Shamrock Rovers,185,71,"CM, CAM, CDM",63,20.0,65.0,58.0,62.0,63.0,54.0,67.0,3,3,1.0,Premier Division,325000.0
R. Finn,20,Republic of Ireland,50,Finn Harps,177,69,CM,65,20.0,59.0,48.0,53.0,52.0,37.0,46.0,3,2,1.0,Premier Division,60000.0
R. Finn,32,Republic of Ireland,62,Shamrock Rovers,185,71,"RWB, CAM",62,21.0,61.0,58.0,60.0,63.0,55.0,71.0,3,3,1.0,Premier Division,275000.0
R. Finn,33,Republic of Ireland,63,Shamrock Rovers,185,71,"RWB, CM",63,22.0,61.0,58.0,61.0,63.0,55.0,71.0,3,3,1.0,Premier Division,250000.0
R. Finn,34,Republic of Ireland,63,Shamrock Rovers,185,71,"RWB, CM",63,23.0,58.0,58.0,61.0,63.0,55.0,71.0,3,3,1.0,Premier Division,180000.0
R. Finn,35,Republic of Ireland,59,Shamrock Rovers,183,76,RWB,59,24.0,53.0,58.0,61.0,63.0,55.0,64.0,3,2,1.0,Premier Division,70000.0
R. Flynn,25,Scotland,63,Sheffield United,171,60,"RM, LM",68,15.0,70.0,53.0,61.0,65.0,37.0,52.0,3,2,3.0,Premier League,350000.0
R. Flynn,26,Scotland,63,Sheffield United,171,60,"RM, LM",64,16.0,70.0,54.0,62.0,66.0,38.0,56.0,3,2,3.0,Premier League,375000.0
R. Flynn,27,Scotland,64,Oldham Athletic,171,60,"RM, CM",64,17.0,72.0,53.0,62.0,67.0,33.0,59.0,3,2,3.0,League Two,425000.0
R. Flynn,28,Scotland,62,Oldham Athletic,171,60,"CM, LM, RM, CAM",62,18.0,72.0,55.0,62.0,67.0,39.0,65.0,3,2,3.0,League Two,300000.0
R. Flynn,29,Scotland,63,St. Mirren,175,60,"CM, RM, CAM",63,19.0,68.0,55.0,64.0,66.0,55.0,59.0,3,2,1.0,Premiership,350000.0
R. Flynn,30,Scotland,65,St. Mirren,175,60,"CM, LM, RM",65,20.0,64.0,58.0,66.0,65.0,59.0,62.0,3,2,1.0,Premiership,500000.0
R. Flynn,31,Scotland,64,St. Mirren,175,60,"CM, RB, LM",64,21.0,64.0,58.0,66.0,65.0,59.0,62.0,3,2,1.0,Premiership,475000.0
R. Flynn,32,Scotland,63,St. Mirren,175,60,CM,63,22.0,51.0,57.0,64.0,64.0,59.0,61.0,3,2,1.0,Premiership,375000.0
R. Flynn,33,Scotland,62,St. Mirren,175,60,CM,62,23.0,46.0,57.0,64.0,65.0,59.0,56.0,3,2,1.0,Premiership,240000.0
R. Flynn,34,Scotland,62,St. Mirren,175,60,"CM, CDM",62,24.0,54.0,57.0,63.0,66.0,59.0,55.0,3,2,1.0,Premiership,180000.0
R. Framberger,18,Germany,55,FC Augsburg,179,70,RB,66,15.0,55.0,36.0,45.0,48.0,57.0,54.0,3,2,1.0,Bundesliga,60000.0
R. Framberger,19,Germany,57,FC Augsburg,179,73,RB,68,16.0,57.0,37.0,46.0,49.0,59.0,54.0,3,2,1.0,Bundesliga,160000.0
R. Framberger,20,Germany,58,FC Augsburg,179,73,RB,69,17.0,57.0,37.0,46.0,49.0,59.0,56.0,3,2,1.0,Bundesliga,200000.0
R. Framberger,21,Germany,65,FC Augsburg,179,73,RB,75,18.0,68.0,41.0,53.0,56.0,63.0,60.0,3,2,1.0,Bundesliga,750000.0
R. Framberger,22,Germany,67,FC Augsburg,179,73,RB,75,19.0,68.0,41.0,55.0,57.0,66.0,61.0,3,2,1.0,Bundesliga,950000.0
R. Framberger,23,Germany,67,FC Augsburg,179,73,"RB, RWB",75,20.0,67.0,41.0,56.0,58.0,66.0,61.0,3,2,1.0,Bundesliga,1000000.0
R. Framberger,24,Germany,71,FC Augsburg,179,73,"RB, RWB",76,21.0,82.0,41.0,56.0,58.0,69.0,61.0,3,2,1.0,Bundesliga,2600000.0
R. Framberger,25,Germany,71,FC Augsburg,179,76,"RB, RWB",74,22.0,81.0,41.0,56.0,58.0,69.0,61.0,3,2,1.0,Bundesliga,2300000.0
R. Framberger,26,Germany,69,FC Augsburg,179,76,"RWB, RM",70,23.0,81.0,41.0,56.0,58.0,69.0,61.0,3,2,1.0,Bundesliga,1500000.0
R. Framberger,27,Germany,68,FC Augsburg,179,76,"RB, RM",68,24.0,79.0,41.0,55.0,57.0,66.0,61.0,3,2,1.0,Bundesliga,1200000.0
R. Fraser,20,Scotland,68,AFC Bournemouth,163,62,"LM, RM",77,15.0,91.0,53.0,64.0,70.0,41.0,57.0,4,3,2.0,Premier League,825000.0
R. Fraser,21,Scotland,70,Ipswich Town,163,62,"LM, RM",78,16.0,91.0,63.0,65.0,74.0,42.0,56.0,4,3,2.0,Championship,2000000.0
R. Fraser,22,Scotland,72,AFC Bournemouth,163,62,"LM, RM",80,17.0,90.0,63.0,66.0,75.0,42.0,56.0,4,3,1.0,Premier League,3100000.0
R. Fraser,23,Scotland,73,AFC Bournemouth,163,60,"RM, LM",80,18.0,88.0,64.0,68.0,76.0,42.0,55.0,4,3,1.0,Premier League,5500000.0
R. Fraser,24,Scotland,75,AFC Bournemouth,163,60,"RM, LM",78,19.0,86.0,65.0,69.0,79.0,46.0,50.0,4,3,1.0,Premier League,8500000.0
R. Fraser,25,Scotland,81,AFC Bournemouth,163,70,LM,83,20.0,90.0,73.0,78.0,83.0,46.0,61.0,4,3,1.0,Premier League,21500000.0
R. Fraser,26,Scotland,79,Newcastle United,163,70,LM,80,21.0,88.0,72.0,76.0,81.0,46.0,60.0,4,3,1.0,Premier League,20500000.0
R. Fraser,27,Scotland,75,Newcastle United,163,70,LM,75,22.0,84.0,71.0,70.0,78.0,46.0,55.0,4,3,1.0,Premier League,6000000.0
R. Fraser,28,Scotland,76,Newcastle United,163,70,"RM, LM",76,23.0,83.0,69.0,71.0,80.0,49.0,61.0,4,3,1.0,Premier League,7500000.0
R. Fraser,29,Scotland,73,Southampton,163,70,"RW, LW",73,24.0,78.0,67.0,70.0,76.0,48.0,56.0,4,3,2.0,Championship,3000000.0
R. Freuler,22,Switzerland,64,Luzern,181,74,"CM, CDM, CAM",68,15.0,66.0,63.0,63.0,62.0,53.0,68.0,3,3,1.0,Super League,425000.0
R. Freuler,23,Switzerland,65,Luzern,181,74,"CM, CDM, CAM",72,16.0,66.0,63.0,63.0,63.0,55.0,69.0,3,3,1.0,Super League,725000.0
R. Freuler,24,Switzerland,68,Atalanta,181,77,"CM, CDM, CAM",73,17.0,69.0,63.0,69.0,63.0,54.0,67.0,3,3,1.0,Serie A,1100000.0
R. Freuler,25,Switzerland,75,Atalanta,181,77,CM,80,18.0,69.0,65.0,74.0,73.0,60.0,67.0,3,3,1.0,Serie A,8500000.0
R. Freuler,26,Switzerland,76,Atalanta,181,77,CM,77,19.0,69.0,67.0,74.0,73.0,70.0,67.0,3,3,1.0,Serie A,9000000.0
R. Freuler,27,Switzerland,78,Atalanta,181,77,CM,79,20.0,66.0,69.0,75.0,75.0,70.0,69.0,3,4,1.0,Serie A,11500000.0
R. Freuler,28,Switzerland,78,Atalanta,180,80,CM,78,21.0,67.0,69.0,75.0,76.0,72.0,68.0,3,4,1.0,Serie A,14000000.0
R. Freuler,29,Switzerland,80,Atalanta,180,80,CM,80,22.0,69.0,71.0,77.0,78.0,75.0,73.0,3,4,1.0,Serie A,20500000.0
R. Freuler,30,Switzerland,80,Nottingham Forest,181,80,"CM, CDM",80,23.0,68.0,71.0,75.0,78.0,75.0,74.0,3,4,1.0,Premier League,20000000.0
R. Freuler,31,Switzerland,78,Bologna,181,80,"CDM, CM",78,24.0,64.0,69.0,73.0,76.0,74.0,73.0,3,4,1.0,Serie A,10000000.0
R. Gabrielsen,22,Norway,66,Molde,187,77,"CB, RB, LB",72,15.0,67.0,53.0,54.0,53.0,64.0,80.0,3,2,1.0,Eliteserien,500000.0
R. Gabrielsen,23,Norway,68,Molde,186,77,"CB, RB",74,16.0,71.0,54.0,55.0,54.0,66.0,80.0,4,2,1.0,Eliteserien,1000000.0
R. Gabrielsen,24,Norway,70,Molde,186,77,"CB, RB",76,17.0,71.0,51.0,51.0,54.0,68.0,80.0,3,2,1.0,Eliteserien,1600000.0
R. Gabrielsen,25,Norway,69,Molde,186,77,"CB, RWB, LWB",73,18.0,72.0,50.0,47.0,55.0,68.0,79.0,3,2,1.0,Eliteserien,1100000.0
R. Gabrielsen,26,Norway,69,Molde,186,87,"CB, RB",72,19.0,70.0,48.0,47.0,54.0,68.0,78.0,3,2,1.0,Eliteserien,1100000.0
R. Gabrielsen,27,Norway,68,Molde,186,87,"CB, RB, LB",70,20.0,75.0,48.0,45.0,54.0,66.0,79.0,2,2,1.0,Eliteserien,950000.0
R. Gabrielsen,28,Norway,70,Toulouse,187,86,CB,72,21.0,71.0,48.0,46.0,52.0,68.0,83.0,2,2,2.0,Ligue 1,1600000.0
R. Gabrielsen,29,Norway,69,København,187,86,CB,70,22.0,68.0,48.0,46.0,52.0,68.0,84.0,2,2,1.0,Superliga,1300000.0
R. Gabrielsen,30,Norway,69,Austin,187,86,CB,69,23.0,68.0,48.0,46.0,52.0,68.0,84.0,2,2,1.0,Major League Soccer,1100000.0
R. Gabrielsen,31,Norway,70,Lillestrøm,186,87,CB,70,24.0,66.0,48.0,48.0,53.0,69.0,84.0,2,2,1.0,Eliteserien,1100000.0
R. Gagliardini,20,Italy,56,Spezia,180,75,CM,66,15.0,65.0,45.0,50.0,63.0,40.0,58.0,2,2,2.0,Serie B,80000.0
R. Gagliardini,21,Italy,60,Vicenza,188,77,CM,67,16.0,65.0,48.0,52.0,64.0,47.0,59.0,2,2,2.0,Serie B,250000.0
R. Gagliardini,22,Italy,61,Atalanta,188,77,CM,68,17.0,65.0,48.0,52.0,64.0,47.0,58.0,2,2,1.0,Serie A,325000.0
R. Gagliardini,23,Italy,78,Inter,188,77,"CM, CDM",85,18.0,70.0,64.0,73.0,75.0,75.0,74.0,2,2,1.0,Serie A,14500000.0
R. Gagliardini,24,Italy,78,Inter,190,77,"CDM, CM",82,19.0,68.0,63.0,71.0,74.0,77.0,75.0,2,3,1.0,Serie A,11500000.0
R. Gagliardini,25,Italy,78,Inter,190,77,"CDM, CM",81,20.0,61.0,63.0,71.0,74.0,77.0,73.0,2,3,1.0,Serie A,12000000.0
R. Gagliardini,26,Italy,78,Inter,188,77,"CDM, CM",81,21.0,57.0,63.0,71.0,74.0,77.0,72.0,3,3,1.0,Serie A,16500000.0
R. Gagliardini,27,Italy,77,Inter,188,77,"CDM, CM",77,22.0,53.0,63.0,71.0,73.0,77.0,75.0,3,3,1.0,Serie A,10000000.0
R. Gagliardini,28,Italy,76,Inter,188,77,"CDM, CM",76,23.0,53.0,63.0,71.0,73.0,76.0,74.0,3,3,1.0,Serie A,6500000.0
R. Gagliardini,29,Italy,74,Monza,188,77,"CDM, CM",74,24.0,47.0,63.0,70.0,71.0,75.0,71.0,3,3,1.0,Serie A,3600000.0
R. Ghezzal,22,France,68,Olympique Lyonnais,182,65,"LW, LM",75,15.0,78.0,60.0,66.0,73.0,35.0,59.0,2,3,1.0,Ligue 1,825000.0
R. Ghezzal,23,Algeria,70,Olympique Lyonnais,182,65,"CAM, LW",77,16.0,74.0,59.0,70.0,76.0,46.0,63.0,2,4,1.0,Ligue 1,1900000.0
R. Ghezzal,24,Algeria,77,Olympique Lyonnais,182,65,"RW, LW",82,17.0,76.0,72.0,77.0,80.0,46.0,62.0,2,4,1.0,Ligue 1,9500000.0
R. Ghezzal,25,Algeria,76,Monaco,182,65,"RW, RM",79,18.0,76.0,72.0,75.0,79.0,29.0,61.0,3,4,1.0,Ligue 1,9500000.0
R. Ghezzal,26,Algeria,75,Leicester City,182,70,"RM, RW",76,19.0,72.0,72.0,75.0,78.0,28.0,60.0,3,4,1.0,Championship,8000000.0
R. Ghezzal,27,Algeria,74,Leicester City,182,70,"RW, RM",74,20.0,72.0,68.0,74.0,78.0,28.0,58.0,3,4,1.0,Championship,6000000.0
R. Ghezzal,28,Algeria,73,Leicester City,182,70,"RW, RM",73,21.0,70.0,68.0,74.0,77.0,28.0,55.0,3,4,1.0,Championship,3100000.0
R. Ghezzal,29,Algeria,78,Beşiktaş,182,70,RM,78,22.0,71.0,69.0,81.0,80.0,28.0,55.0,3,4,1.0,Super Lig,14000000.0
R. Ghezzal,30,Algeria,79,Beşiktaş,182,70,"RW, RM, CAM",79,23.0,72.0,72.0,82.0,81.0,28.0,60.0,3,4,1.0,Super Lig,17000000.0
R. Ghezzal,31,Algeria,78,Beşiktaş,182,70,"RW, RM, CAM",78,24.0,71.0,72.0,81.0,81.0,28.0,58.0,3,4,1.0,Super Lig,11500000.0
R. González,24,Chile,67,Deportivo San Marcos de Arica,167,68,CAM,72,15.0,76.0,64.0,66.0,75.0,32.0,36.0,3,4,1.0,Primera Division,800000.0
R. González,25,Chile,65,CD Cobreloa,184,76,"LB, CB",69,15.0,66.0,38.0,61.0,60.0,65.0,73.0,3,2,1.0,Primera Division,500000.0
R. González,23,Chile,57,Antofagasta,168,61,LM,63,15.0,69.0,60.0,46.0,65.0,28.0,42.0,2,3,1.0,Primera Division,130000.0
R. González,25,Chile,71,Universidad de Chile,167,66,CAM,74,16.0,85.0,67.0,66.0,76.0,30.0,35.0,3,4,1.0,Primera Division,2000000.0
R. González,26,Chile,65,Antofagasta,184,76,"LB, CB",69,16.0,65.0,38.0,61.0,58.0,66.0,74.0,3,2,1.0,Primera Division,550000.0
R. González,24,Chile,63,Antofagasta,168,61,"LM, LW",68,16.0,76.0,63.0,55.0,69.0,21.0,42.0,2,3,1.0,Primera Division,450000.0
R. González,20,Chile,62,Huachipato,165,62,RM,74,16.0,89.0,49.0,54.0,64.0,28.0,43.0,3,3,1.0,Primera Division,500000.0
R. González,26,Chile,72,CD Universidad de Concepción,167,66,"CAM, LM",73,17.0,85.0,67.0,65.0,76.0,30.0,48.0,3,4,1.0,Primera Division,2500000.0
R. González,25,Chile,64,Antofagasta,167,65,LW,67,17.0,76.0,63.0,55.0,69.0,21.0,42.0,2,3,1.0,Primera Division,550000.0
R. González,21,Chile,63,Huachipato,162,61,RM,75,17.0,89.0,49.0,54.0,64.0,28.0,43.0,3,3,1.0,Primera Division,600000.0
R. González,20,Chile,57,San Luis de Quillota,175,75,CAM,65,17.0,68.0,42.0,55.0,61.0,40.0,61.0,3,3,1.0,Primera Division,180000.0
R. González,22,Mexico,63,Pumas UNAM,181,73,CB,73,18.0,66.0,33.0,39.0,40.0,64.0,61.0,2,2,1.0,Liga MX,525000.0
R. González,27,Argentina,70,Unión Española,183,78,CB,73,19.0,55.0,37.0,45.0,51.0,69.0,76.0,3,2,1.0,Primera Division,1800000.0
R. González,23,Mexico,63,Pumas UNAM,184,75,CB,73,19.0,65.0,33.0,39.0,39.0,65.0,62.0,2,2,1.0,Liga MX,525000.0
R. González,24,Mexico,63,Necaxa,175,74,"CM, CDM",69,19.0,64.0,46.0,58.0,64.0,61.0,62.0,3,2,1.0,Liga MX,500000.0
R. González,22,Chile,59,San Luis de Quillota,175,75,"RB, RM",66,19.0,73.0,42.0,56.0,62.0,55.0,64.0,3,2,1.0,Primera Division,180000.0
R. González,25,Mexico,69,América,175,78,"CM, CDM",73,20.0,63.0,47.0,65.0,67.0,68.0,65.0,3,3,1.0,Liga MX,1300000.0
R. González,28,Argentina,69,León,182,79,CB,69,20.0,49.0,37.0,45.0,51.0,68.0,76.0,3,2,1.0,Liga MX,925000.0
R. González,24,Chile,66,Huachipato,162,61,RM,72,20.0,81.0,49.0,60.0,68.0,32.0,46.0,3,3,1.0,Primera Division,875000.0
R. González,23,Chile,65,Unión Española,175,75,"RM, RB",74,20.0,77.0,44.0,63.0,66.0,61.0,60.0,3,2,1.0,Primera Division,825000.0
R. González,30,Chile,64,Cobresal,185,80,"CB, LB",64,20.0,61.0,37.0,57.0,56.0,60.0,74.0,3,2,1.0,Primera Division,375000.0
R. González,19,Argentina,60,Rosario Central,170,60,RB,75,20.0,71.0,32.0,48.0,62.0,56.0,47.0,3,2,1.0,Liga Profesional,400000.0
R. González,29,Argentina,68,Atlético San Luis,182,79,CB,68,21.0,40.0,37.0,45.0,51.0,68.0,77.0,3,2,1.0,Liga MX,1000000.0
R. González,24,Chile,65,Unión La Calera,175,75,"RM, RB",71,21.0,77.0,44.0,63.0,66.0,61.0,60.0,3,2,1.0,Primera Division,1100000.0
R. González,26,Mexico,65,América,175,78,"CM, CDM",68,21.0,60.0,47.0,63.0,65.0,65.0,71.0,3,3,1.0,Liga MX,925000.0
R. González,30,Argentina,68,León,183,80,CB,68,22.0,32.0,37.0,45.0,51.0,68.0,77.0,3,2,1.0,Liga MX,1000000.0
R. González,27,Mexico,66,Necaxa,175,78,"CDM, CM",68,22.0,54.0,47.0,60.0,64.0,63.0,68.0,3,3,1.0,Liga MX,925000.0
R. González,32,Chile,66,Cobresal,185,80,"CB, LB",66,22.0,63.0,37.0,58.0,58.0,64.0,74.0,3,2,1.0,Primera Division,550000.0
R. González,20,Paraguay,62,Libertad,172,68,RB,72,22.0,70.0,44.0,56.0,56.0,58.0,55.0,3,2,1.0,Primera División,825000.0
R. González,21,Mexico,54,Querétaro,165,67,CM,64,22.0,58.0,42.0,54.0,58.0,53.0,46.0,2,2,1.0,Liga MX,240000.0
R. González,31,Argentina,68,Platense,183,80,CB,68,23.0,32.0,37.0,45.0,51.0,68.0,77.0,3,2,1.0,Liga Profesional,825000.0
R. González,32,Argentina,67,Colo-Colo,183,80,CB,67,24.0,34.0,37.0,45.0,51.0,66.0,76.0,3,2,1.0,Primera Division,650000.0
R. Gosens,19,Germany,63,FC Dordrecht,183,76,"CM, LB",73,15.0,66.0,48.0,60.0,61.0,59.0,68.0,3,2,1.0,Eredivisie,250000.0
R. Gosens,20,Germany,67,Heracles Almelo,183,76,"LB, CM",74,16.0,67.0,50.0,64.0,66.0,67.0,68.0,3,2,1.0,Eredivisie,875000.0
R. Gosens,21,Germany,71,Heracles Almelo,183,76,"LB, LW, CM",75,17.0,72.0,62.0,66.0,70.0,69.0,71.0,3,2,1.0,Eredivisie,1800000.0
R. Gosens,22,Germany,70,Atalanta,183,76,LB,75,18.0,70.0,62.0,63.0,69.0,68.0,71.0,3,2,1.0,Serie A,2000000.0
R. Gosens,23,Germany,71,Atalanta,183,76,"LM, LB",76,19.0,74.0,61.0,69.0,71.0,69.0,70.0,3,3,1.0,Serie A,3200000.0
R. Gosens,24,Germany,76,Atalanta,183,76,"LM, LB",79,20.0,79.0,65.0,72.0,75.0,72.0,77.0,3,3,1.0,Serie A,10000000.0
R. Gosens,25,Germany,82,Atalanta,183,76,LM,82,21.0,83.0,74.0,78.0,77.0,77.0,80.0,3,3,1.0,Serie A,34000000.0
R. Gosens,26,Germany,83,Atalanta,183,76,"LWB, LB, LM",83,22.0,82.0,75.0,74.0,79.0,77.0,81.0,3,3,1.0,Serie A,36000000.0
R. Gosens,27,Germany,82,Inter,183,76,"LWB, LM",82,23.0,82.0,75.0,74.0,79.0,77.0,80.0,3,3,1.0,Serie A,29500000.0
R. Gosens,28,Germany,79,FC Union Berlin,183,76,"LWB, LM",79,24.0,78.0,74.0,73.0,75.0,76.0,79.0,3,3,1.0,Bundesliga,16000000.0
R. Grant,23,Australia,60,Sydney,174,74,"RB, CM, LB",63,15.0,71.0,51.0,54.0,61.0,58.0,70.0,3,2,1.0,A-League,180000.0
R. Grant,24,Australia,62,Sydney,174,74,"CDM, RB, LB",65,16.0,70.0,59.0,59.0,61.0,61.0,70.0,3,2,1.0,A-League,300000.0
R. Grant,25,Australia,64,Sydney,174,74,"RB, LB, CDM",66,17.0,70.0,59.0,59.0,61.0,61.0,72.0,3,2,1.0,A-League,425000.0
R. Grant,26,Australia,68,Sydney,174,74,"RB, LB",70,18.0,73.0,59.0,62.0,65.0,64.0,76.0,3,2,1.0,A-League,875000.0
R. Grant,27,Australia,68,Sydney,174,74,RB,69,19.0,70.0,59.0,62.0,65.0,64.0,78.0,3,3,1.0,A-League,825000.0
R. Grant,28,Australia,70,Sydney,174,74,RB,70,20.0,71.0,60.0,64.0,67.0,65.0,79.0,3,3,1.0,A-League,1500000.0
R. Grant,29,Australia,71,Sydney,174,74,RB,71,21.0,70.0,60.0,64.0,67.0,65.0,79.0,3,3,1.0,A-League,1600000.0
R. Grant,30,Australia,72,Sydney,176,79,RB,72,22.0,74.0,62.0,67.0,69.0,66.0,82.0,3,3,1.0,A-League,2000000.0
R. Grant,31,Australia,69,Sydney,174,74,RB,69,23.0,73.0,59.0,64.0,65.0,64.0,77.0,3,3,1.0,A-League,1000000.0
R. Grant,32,Australia,66,Sydney,174,74,RB,66,24.0,72.0,56.0,60.0,62.0,61.0,79.0,3,3,1.0,A-League,600000.0
R. Guerreiro,20,Portugal,70,Lorient,170,67,"LB, LM",81,15.0,81.0,54.0,68.0,71.0,70.0,63.0,3,3,1.0,Ligue 1,1100000.0
R. Guerreiro,21,Portugal,76,Lorient,170,67,"LM, LB",84,16.0,83.0,71.0,72.0,79.0,73.0,64.0,3,3,1.0,Ligue 1,7500000.0
R. Guerreiro,22,Portugal,76,Borussia Dortmund,170,67,"LB, LM",82,17.0,83.0,69.0,73.0,77.0,72.0,64.0,3,3,1.0,Bundesliga,6000000.0
R. Guerreiro,23,Portugal,81,Borussia Dortmund,170,71,"LM, LWB, LB, CM",86,18.0,77.0,75.0,81.0,84.0,74.0,63.0,3,4,1.0,Bundesliga,24000000.0
R. Guerreiro,24,Portugal,78,Borussia Dortmund,170,71,"LB, LM, CM",83,19.0,75.0,74.0,82.0,84.0,71.0,59.0,3,4,1.0,Bundesliga,11500000.0
R. Guerreiro,25,Portugal,81,Borussia Dortmund,170,71,"LM, LB, CM",83,20.0,73.0,75.0,82.0,85.0,66.0,57.0,2,4,1.0,Bundesliga,21500000.0
R. Guerreiro,26,Portugal,84,Borussia Dortmund,170,71,"LM, LB, CM",85,21.0,74.0,78.0,84.0,87.0,73.0,57.0,2,4,1.0,Bundesliga,49500000.0
R. Guerreiro,27,Portugal,84,Borussia Dortmund,170,71,"LB, LM",84,22.0,75.0,77.0,85.0,88.0,76.0,58.0,2,4,1.0,Bundesliga,40500000.0
R. Guerreiro,28,Portugal,82,Borussia Dortmund,170,71,"LB, LM",82,23.0,74.0,77.0,86.0,87.0,75.0,55.0,2,4,1.0,Bundesliga,27500000.0
R. Guerreiro,29,Portugal,82,FC Bayern München,170,69,"LB, LM, CM",82,24.0,65.0,78.0,85.0,88.0,76.0,55.0,2,4,1.0,Bundesliga,27000000.0
R. Haps,21,Netherlands,63,AZ Alkmaar,175,66,LB,70,15.0,84.0,48.0,59.0,67.0,63.0,60.0,3,3,1.0,Eredivisie,230000.0
R. Haps,22,Netherlands,68,AZ Alkmaar,175,66,LB,75,16.0,84.0,49.0,60.0,69.0,67.0,62.0,3,3,1.0,Eredivisie,1000000.0
R. Haps,23,Netherlands,74,AZ Alkmaar,175,66,LB,78,17.0,87.0,53.0,63.0,76.0,68.0,70.0,3,3,1.0,Eredivisie,3700000.0
R. Haps,24,Netherlands,75,Feyenoord,175,66,LB,79,18.0,89.0,54.0,65.0,77.0,69.0,75.0,3,3,1.0,Eredivisie,7000000.0
R. Haps,25,Netherlands,75,Feyenoord,175,66,LB,77,19.0,89.0,53.0,63.0,75.0,70.0,75.0,3,3,1.0,Eredivisie,6500000.0
R. Haps,26,Netherlands,75,Feyenoord,175,66,LB,77,20.0,89.0,53.0,66.0,75.0,69.0,71.0,3,3,1.0,Eredivisie,7000000.0
R. Haps,27,Netherlands,77,Feyenoord,175,66,LB,78,21.0,89.0,60.0,66.0,77.0,71.0,72.0,3,3,1.0,Eredivisie,11000000.0
R. Haps,28,Suriname,76,Venezia,175,66,"LB, LW",76,22.0,87.0,63.0,67.0,76.0,68.0,72.0,3,3,1.0,Serie B,7000000.0
R. Haps,29,Suriname,73,Venezia,175,66,LB,73,23.0,85.0,63.0,65.0,74.0,66.0,71.0,3,3,2.0,Serie B,2700000.0
R. Haps,30,Suriname,72,Genoa,175,66,"LB, LM, LWB",72,24.0,85.0,63.0,65.0,73.0,65.0,70.0,3,3,1.0,Serie A,2000000.0
R. Haynes,18,England,58,Coventry City,184,68,"LWB, LB",74,15.0,74.0,41.0,59.0,60.0,53.0,61.0,2,2,3.0,Championship,90000.0
R. Haynes,19,England,60,Coventry City,184,68,"LB, LWB",68,16.0,79.0,47.0,60.0,59.0,54.0,63.0,2,2,3.0,Championship,210000.0
R. Haynes,20,England,61,Coventry City,184,68,"LB, LWB",69,17.0,79.0,47.0,60.0,59.0,54.0,63.0,3,2,3.0,Championship,300000.0
R. Haynes,21,England,60,Coventry City,184,68,"LB, LWB, LM",68,18.0,78.0,52.0,60.0,64.0,54.0,61.0,3,2,4.0,Championship,250000.0
R. Haynes,22,England,63,Shrewsbury Town,184,68,"LB, LWB",71,19.0,78.0,52.0,59.0,63.0,58.0,60.0,3,2,3.0,League One,450000.0
R. Haynes,23,England,63,Newport County,184,68,LB,69,20.0,77.0,52.0,59.0,63.0,59.0,61.0,3,2,4.0,League Two,450000.0
R. Haynes,24,England,65,Newport County,184,68,"LB, LWB",68,21.0,79.0,55.0,57.0,63.0,59.0,70.0,3,2,4.0,League Two,900000.0
R. Haynes,25,England,65,Newport County,184,68,"LWB, LB",68,22.0,76.0,55.0,58.0,61.0,58.0,71.0,3,2,4.0,League Two,875000.0
R. Haynes,26,England,62,Northampton Town,184,68,"LB, LWB",63,23.0,72.0,53.0,57.0,60.0,57.0,68.0,3,2,4.0,League One,425000.0
R. Haynes,27,England,61,Northampton Town,184,76,"LB, LWB",62,24.0,71.0,50.0,56.0,59.0,57.0,66.0,3,2,3.0,League One,350000.0
R. Hennings,26,Germany,66,Karlsruher SC,180,80,"ST, CF",68,15.0,73.0,67.0,61.0,62.0,35.0,70.0,3,3,2.0,2. Bundesliga,850000.0
R. Hennings,27,Germany,70,Burnley,180,80,"ST, CF",70,16.0,73.0,72.0,60.0,65.0,35.0,75.0,3,3,2.0,Premier League,1400000.0
R. Hennings,28,Germany,71,Fortuna Düsseldorf,180,80,"ST, CF",71,17.0,73.0,72.0,60.0,65.0,35.0,75.0,3,3,2.0,2. Bundesliga,1700000.0
R. Hennings,29,Germany,71,Fortuna Düsseldorf,180,80,ST,71,18.0,73.0,72.0,60.0,65.0,36.0,78.0,3,2,2.0,2. Bundesliga,2400000.0
R. Hennings,30,Germany,73,Fortuna Düsseldorf,180,80,ST,73,19.0,68.0,74.0,62.0,67.0,39.0,80.0,3,3,1.0,2. Bundesliga,3900000.0
R. Hennings,31,Germany,74,Fortuna Düsseldorf,180,80,ST,74,20.0,65.0,76.0,62.0,67.0,40.0,77.0,3,3,1.0,2. Bundesliga,5000000.0
R. Hennings,32,Germany,75,Fortuna Düsseldorf,180,80,ST,75,21.0,65.0,80.0,62.0,68.0,40.0,77.0,3,3,2.0,2. Bundesliga,4600000.0
R. Hennings,33,Germany,72,Fortuna Düsseldorf,180,80,ST,72,22.0,58.0,78.0,61.0,66.0,40.0,75.0,3,3,2.0,2. Bundesliga,1500000.0
R. Hennings,34,Germany,71,Fortuna Düsseldorf,180,80,ST,71,23.0,62.0,76.0,61.0,65.0,40.0,73.0,3,3,2.0,2. Bundesliga,900000.0
R. Hennings,35,Germany,70,Sandhausen,180,80,ST,70,24.0,54.0,74.0,61.0,65.0,39.0,72.0,3,3,3.0,3. Liga,675000.0
